REGISTRY_NAME,DISPLAY_NAME
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:silver_lamp""})",Cable Facade - Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:silver_lamp""})",Cable Facade - Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:silver_lamp""})",Cable Facade - Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:silver_lamp""})",Cable Facade - Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:silver_lamp""})",Cable Facade - Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:silver_lamp""})",Cable Facade - Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:cyan_lamp""})",Cable Facade - Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:cyan_lamp""})",Cable Facade - Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:cyan_lamp""})",Cable Facade - Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:cyan_lamp""})",Cable Facade - Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:cyan_lamp""})",Cable Facade - Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:cyan_lamp""})",Cable Facade - Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:cyan_lamp""})",Cable Facade - Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:cyan_lamp""})",Cable Facade - Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:purple_lamp""})",Cable Facade - Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:purple_lamp""})",Cable Facade - Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:purple_lamp""})",Cable Facade - Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:purple_lamp""})",Cable Facade - Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:purple_lamp""})",Cable Facade - Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:purple_lamp""})",Cable Facade - Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:purple_lamp""})",Cable Facade - Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:purple_lamp""})",Cable Facade - Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:blue_lamp""})",Cable Facade - Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:blue_lamp""})",Cable Facade - Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:blue_lamp""})",Cable Facade - Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:blue_lamp""})",Cable Facade - Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:blue_lamp""})",Cable Facade - Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:blue_lamp""})",Cable Facade - Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:blue_lamp""})",Cable Facade - Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:blue_lamp""})",Cable Facade - Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:brown_lamp""})",Cable Facade - Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:brown_lamp""})",Cable Facade - Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:brown_lamp""})",Cable Facade - Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:brown_lamp""})",Cable Facade - Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:brown_lamp""})",Cable Facade - Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:brown_lamp""})",Cable Facade - Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:brown_lamp""})",Cable Facade - Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:brown_lamp""})",Cable Facade - Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:green_lamp""})",Cable Facade - Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:green_lamp""})",Cable Facade - Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:green_lamp""})",Cable Facade - Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:green_lamp""})",Cable Facade - Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:green_lamp""})",Cable Facade - Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:green_lamp""})",Cable Facade - Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:green_lamp""})",Cable Facade - Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:green_lamp""})",Cable Facade - Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:red_lamp""})",Cable Facade - Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:red_lamp""})",Cable Facade - Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:red_lamp""})",Cable Facade - Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:red_lamp""})",Cable Facade - Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:red_lamp""})",Cable Facade - Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:red_lamp""})",Cable Facade - Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:red_lamp""})",Cable Facade - Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:red_lamp""})",Cable Facade - Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:black_lamp""})",Cable Facade - Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:black_lamp""})",Cable Facade - Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:black_lamp""})",Cable Facade - Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:black_lamp""})",Cable Facade - Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:black_lamp""})",Cable Facade - Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:black_lamp""})",Cable Facade - Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:black_lamp""})",Cable Facade - Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:black_lamp""})",Cable Facade - Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_white_lamp""})",Cable Facade - Borderless White Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_white_lamp""})",Cable Facade - Borderless White Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_white_lamp""})",Cable Facade - Borderless White Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_white_lamp""})",Cable Facade - Borderless White Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_white_lamp""})",Cable Facade - Borderless White Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_white_lamp""})",Cable Facade - Borderless White Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_white_lamp""})",Cable Facade - Borderless White Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_white_lamp""})",Cable Facade - Borderless White Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_orange_lamp""})",Cable Facade - Borderless Orange Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_orange_lamp""})",Cable Facade - Borderless Orange Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_orange_lamp""})",Cable Facade - Borderless Orange Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_orange_lamp""})",Cable Facade - Borderless Orange Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_orange_lamp""})",Cable Facade - Borderless Orange Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_orange_lamp""})",Cable Facade - Borderless Orange Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_orange_lamp""})",Cable Facade - Borderless Orange Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_orange_lamp""})",Cable Facade - Borderless Orange Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_magenta_lamp""})",Cable Facade - Borderless Magenta Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_magenta_lamp""})",Cable Facade - Borderless Magenta Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_magenta_lamp""})",Cable Facade - Borderless Magenta Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_magenta_lamp""})",Cable Facade - Borderless Magenta Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_magenta_lamp""})",Cable Facade - Borderless Magenta Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_magenta_lamp""})",Cable Facade - Borderless Magenta Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_magenta_lamp""})",Cable Facade - Borderless Magenta Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_magenta_lamp""})",Cable Facade - Borderless Magenta Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_light_blue_lamp""})",Cable Facade - Borderless Light Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_light_blue_lamp""})",Cable Facade - Borderless Light Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_light_blue_lamp""})",Cable Facade - Borderless Light Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_light_blue_lamp""})",Cable Facade - Borderless Light Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_light_blue_lamp""})",Cable Facade - Borderless Light Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_light_blue_lamp""})",Cable Facade - Borderless Light Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_light_blue_lamp""})",Cable Facade - Borderless Light Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_light_blue_lamp""})",Cable Facade - Borderless Light Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_yellow_lamp""})",Cable Facade - Borderless Yellow Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_yellow_lamp""})",Cable Facade - Borderless Yellow Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_yellow_lamp""})",Cable Facade - Borderless Yellow Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_yellow_lamp""})",Cable Facade - Borderless Yellow Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_yellow_lamp""})",Cable Facade - Borderless Yellow Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_yellow_lamp""})",Cable Facade - Borderless Yellow Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_yellow_lamp""})",Cable Facade - Borderless Yellow Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_yellow_lamp""})",Cable Facade - Borderless Yellow Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_lime_lamp""})",Cable Facade - Borderless Lime Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_lime_lamp""})",Cable Facade - Borderless Lime Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_lime_lamp""})",Cable Facade - Borderless Lime Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_lime_lamp""})",Cable Facade - Borderless Lime Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_lime_lamp""})",Cable Facade - Borderless Lime Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_lime_lamp""})",Cable Facade - Borderless Lime Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_lime_lamp""})",Cable Facade - Borderless Lime Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_lime_lamp""})",Cable Facade - Borderless Lime Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_pink_lamp""})",Cable Facade - Borderless Pink Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_pink_lamp""})",Cable Facade - Borderless Pink Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_pink_lamp""})",Cable Facade - Borderless Pink Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_pink_lamp""})",Cable Facade - Borderless Pink Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_pink_lamp""})",Cable Facade - Borderless Pink Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_pink_lamp""})",Cable Facade - Borderless Pink Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_pink_lamp""})",Cable Facade - Borderless Pink Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_pink_lamp""})",Cable Facade - Borderless Pink Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_gray_lamp""})",Cable Facade - Borderless Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_gray_lamp""})",Cable Facade - Borderless Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_gray_lamp""})",Cable Facade - Borderless Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_gray_lamp""})",Cable Facade - Borderless Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_gray_lamp""})",Cable Facade - Borderless Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_gray_lamp""})",Cable Facade - Borderless Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_gray_lamp""})",Cable Facade - Borderless Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_gray_lamp""})",Cable Facade - Borderless Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_silver_lamp""})",Cable Facade - Borderless Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_silver_lamp""})",Cable Facade - Borderless Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_silver_lamp""})",Cable Facade - Borderless Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_silver_lamp""})",Cable Facade - Borderless Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_silver_lamp""})",Cable Facade - Borderless Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_silver_lamp""})",Cable Facade - Borderless Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_silver_lamp""})",Cable Facade - Borderless Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_silver_lamp""})",Cable Facade - Borderless Light Gray Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_cyan_lamp""})",Cable Facade - Borderless Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_cyan_lamp""})",Cable Facade - Borderless Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_cyan_lamp""})",Cable Facade - Borderless Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_cyan_lamp""})",Cable Facade - Borderless Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_cyan_lamp""})",Cable Facade - Borderless Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_cyan_lamp""})",Cable Facade - Borderless Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_cyan_lamp""})",Cable Facade - Borderless Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_cyan_lamp""})",Cable Facade - Borderless Cyan Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_purple_lamp""})",Cable Facade - Borderless Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_purple_lamp""})",Cable Facade - Borderless Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_purple_lamp""})",Cable Facade - Borderless Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_purple_lamp""})",Cable Facade - Borderless Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_purple_lamp""})",Cable Facade - Borderless Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_purple_lamp""})",Cable Facade - Borderless Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_purple_lamp""})",Cable Facade - Borderless Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_purple_lamp""})",Cable Facade - Borderless Purple Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_blue_lamp""})",Cable Facade - Borderless Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_blue_lamp""})",Cable Facade - Borderless Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_blue_lamp""})",Cable Facade - Borderless Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_blue_lamp""})",Cable Facade - Borderless Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_blue_lamp""})",Cable Facade - Borderless Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_blue_lamp""})",Cable Facade - Borderless Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_blue_lamp""})",Cable Facade - Borderless Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_blue_lamp""})",Cable Facade - Borderless Blue Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_brown_lamp""})",Cable Facade - Borderless Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_brown_lamp""})",Cable Facade - Borderless Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_brown_lamp""})",Cable Facade - Borderless Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_brown_lamp""})",Cable Facade - Borderless Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_brown_lamp""})",Cable Facade - Borderless Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_brown_lamp""})",Cable Facade - Borderless Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_brown_lamp""})",Cable Facade - Borderless Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_brown_lamp""})",Cable Facade - Borderless Brown Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_green_lamp""})",Cable Facade - Borderless Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_green_lamp""})",Cable Facade - Borderless Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_green_lamp""})",Cable Facade - Borderless Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_green_lamp""})",Cable Facade - Borderless Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_green_lamp""})",Cable Facade - Borderless Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_green_lamp""})",Cable Facade - Borderless Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_green_lamp""})",Cable Facade - Borderless Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_green_lamp""})",Cable Facade - Borderless Green Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_red_lamp""})",Cable Facade - Borderless Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_red_lamp""})",Cable Facade - Borderless Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_red_lamp""})",Cable Facade - Borderless Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_red_lamp""})",Cable Facade - Borderless Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_red_lamp""})",Cable Facade - Borderless Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_red_lamp""})",Cable Facade - Borderless Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_red_lamp""})",Cable Facade - Borderless Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_red_lamp""})",Cable Facade - Borderless Red Lamp
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""gregtech:borderless_black_lamp""})",Cable Facade - Borderless Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""gregtech:borderless_black_lamp""})",Cable Facade - Borderless Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:borderless_black_lamp""})",Cable Facade - Borderless Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:borderless_black_lamp""})",Cable Facade - Borderless Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""gregtech:borderless_black_lamp""})",Cable Facade - Borderless Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""gregtech:borderless_black_lamp""})",Cable Facade - Borderless Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""gregtech:borderless_black_lamp""})",Cable Facade - Borderless Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""gregtech:borderless_black_lamp""})",Cable Facade - Borderless Black Lamp
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Draconium
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Awakened Draconium
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Dark Steel
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Omnium
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Ardite
"<appliedenergistics2:facade>.withTag({damage: 8, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Manyullyn
"<appliedenergistics2:facade>.withTag({damage: 10, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Signalum
"<appliedenergistics2:facade>.withTag({damage: 11, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Conductive Iron
"<appliedenergistics2:facade>.withTag({damage: 12, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Energetic Alloy
"<appliedenergistics2:facade>.withTag({damage: 13, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Vibrant Alloy
"<appliedenergistics2:facade>.withTag({damage: 14, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Pulsating Iron
"<appliedenergistics2:facade>.withTag({damage: 15, item: ""nomilabs:meta_block_compressed_0""})",Cable Facade - Block of Electrical Steel
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Lumium
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Enderium
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Fluxed Electrum
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Mana Infused
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Crystal Matrix
"<appliedenergistics2:facade>.withTag({damage: 8, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Soularium
"<appliedenergistics2:facade>.withTag({damage: 9, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of End Steel
"<appliedenergistics2:facade>.withTag({damage: 10, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Infinity
"<appliedenergistics2:facade>.withTag({damage: 11, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Microversium
"<appliedenergistics2:facade>.withTag({damage: 12, item: ""nomilabs:meta_block_compressed_1""})",Cable Facade - Block of Draconic Superconductor
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""nomilabs:meta_block_compressed_2""})",Cable Facade - Block of Beryllium Oxide
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""nomilabs:meta_block_compressed_3""})",Cable Facade - Block of Kapton K
"<appliedenergistics2:facade>.withTag({damage: 13, item: ""nomilabs:meta_block_compressed_6""})",Cable Facade - Block of Taranium
"<appliedenergistics2:facade>.withTag({damage: 15, item: ""nomilabs:meta_block_compressed_6""})",Cable Facade - Block of Dulysite
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""nomilabs:meta_block_compressed_7""})",Cable Facade - Block of Laurite
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""gregtech:meta_block_compressed_0""})",Cable Facade - Block of Aluminium
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""gregtech:meta_block_compressed_0""})",Cable Facade - Block of Americium
